,details,artist,albumName,type,price,available,url_img,stock
4965,4571984429149,Apache Dropout,Heavy Window,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2747891.jpg?v=1583490894,50
4966,4572338126941,Minor Pieces,Heavy Steps of Dreaming,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3709272-2505458.jpg?v=1583497113,50
4967,4572421128285,Sanzu,Heavy Over the Phone,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3446108-2547654.jpg?v=1583498737,50
4968,4571639873629,Dirty Thrills,Heavy Living,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3808569.jpg?v=1584044762,50
4969,4572641034333,Jeremiah Johnson,Heaven to Betsy,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3790075-2541888.jpg?v=1583502892,50
4970,4572361523293,Wolf Jaw,Heart Won't Listen,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3728088-2503739.jpg?v=1583497576,50
4971,4571503394909,Royal Southern Brotherhood,Heartsoulblood,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2753625.jpg?v=1583482231,50
4972,4571483570269,Blondie,Heart of Glass,1LP,25.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3579668.jpg?v=1583481849,50
4973,4571832746077,Jeremy Messersmith,Heart Murmurs,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2440260.jpg?v=1583488482,50
4974,4571629486173,Estrogen Highs,Hear Me on the Number Station,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2747852.jpg?v=1583484786,50
4975,4572005892189,Intense,Healthy Obsession,1LP,5.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/758085.jpg?v=1583491195,50
4976,4572604334173,Macka B,Health Is Wealth,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3718820.jpg?v=1584042862,50
4977,4571620802653,C Duncan,Health,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3895834.jpg?v=1583484604,50
4978,4572735504477,Per Wiberg,Head Without Eyes,1LP,17.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3667500-2473688.jpg?v=1583504846,50
4979,4572672819293,Atmosphere,Headshots: Se7en,1LP,39.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3727612-2508487.jpg?v=1583503538,50
4980,4571903426653,Tor Miller,Headlights,1LP,12.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2850010.jpg?v=1583489429,50
4981,4572627042397,Della Mae,Headlight,1LP,21.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3756359-2519503.jpg?v=1583502654,50
4982,4572364832861,Shacks,Haze,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3761269.jpg?v=1583497643,50
4983,4571895824477,Jacqueline Du Pre,Haydn: Cello Concerto In C / Boccherini: Cello,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3786892.jpg?v=1583489334,50
4984,4572479062109,Collections of Colonies of Bees,Hawaii,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3798955.jpg?v=1583499835,50
4985,4572710404189,Asleep At the Wheel,Havin' a Party Live,1LP,14.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3757118.jpg?v=1583504304,50
4986,4572892397661,Have Yourself a Swingin' Little Chrismas / Various,Have Yourself a Swingin' Little Chrismas / Various,1LP,24.99,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3729906-2518458.jpg?v=1583508407,50
4987,4572829057117,Self Defense Family,Have You Considered Punk Music,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3794385.jpg?v=1583507047,50
4988,4572892201053,Wayward Dawn,Haven of Lies,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3801447-2547567.jpg?v=1583508403,50
4989,4572556591197,Ghastly Sound,Have a Nice Day,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3713498-2508915.jpg?v=1583501309,50
4990,4571986100317,Bitters,Hav-A-Nap Hotel,1LP,13.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1757327.jpg?v=1583490918,50
4991,4571499528285,Men,Hated: 2008-2011,1LP,27.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3576693.jpg?v=1583482168,50
4992,4571912274013,Mette Rasmussen & Julien Desprez,Hatch,1LP,21.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3728272-2520130.jpg?v=1583489566,50
4993,4572158034013,Whole Darn Family,Has Arrived,1LP,18.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1788243.jpg?v=1583493747,50
4994,4572247621725,Harold Honey,Harold Honey,1LP,16.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2009627.jpg?v=1583495326,50
4995,4571679916125,Dominic Murcott,Harmonic Canon,1LP,17.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3762124-2527552.jpg?v=1583485784,50
4996,4572700311645,Alex Izenberg,Harlequin,1LP,25.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3469977.jpg?v=1583504104,50
4997,4572318171229,Old Man's Will,Hard Times - Troubled Man,1LP,22.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3647656.jpg?v=1583496718,50
4998,4572032794717,Factory Brains,Hard Labor,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3047912.jpg?v=1583491618,50
4999,4571733524573,Andy Bassford,Harder They Strum,1LP,19.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3912692.jpg?v=1583486739,50
5000,4572642639965,Lucinda Williams,Happy Woman Blues,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3855115.jpg?v=1583502922,50
5001,4572161441885,Parsonsfield,Happy Hour on the Floor,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3787890-2550466.jpg?v=1583493822,50
5002,4572708765789,Sidekicks,Happiness Hours,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3783262.jpg?v=1583504274,50
5003,4571690434653,Chvrches,Hansa Session,1LP,13.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3842798.jpg?v=1583485965,50
5004,4571923841117,Thee Silver Mt Zion Memorial Orchestra,Hang on to Each Other,1LP,11.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2538722.jpg?v=1583489791,50
5005,4572732227677,Dirty Fences,Hand-Pickled Melodies,1LP,19.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3725166-2503508.jpg?v=1583504779,50
5006,4571601010781,Bound In Fear,Hand of Violence,1LP,26.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3710230-2490465.jpg?v=1583484183,50
5007,4571851030621,Green Death,Hallowmass,1LP,29.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3819543.jpg?v=1583488739,50
5008,4571749777501,John Carpenter,Halloween - O.S.T.,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3825827.jpg?v=1583487074,50
5009,4572655845469,John Carpenter,Halloween: Expanded Edition,1LP,32.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3712328-2490434.jpg?v=1583503198,50
5010,4571852832861,Hiss Golden Messenger,Hallelujah Anyhow,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3711094.jpg?v=1583488769,50
5011,4571949793373,Tallawit Timbouctou,Hali Diallo,1LP,23.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3829292.jpg?v=1583490300,50
5012,4572195913821,Tallawit Timbouctou,Hali Diallo,1LP,23.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3849365.jpg?v=1583494438,50
5013,4571644035165,Spokstan,Hal I Betongen,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3721322-2507018.jpg?v=1583485072,50
5014,4572905439325,Matt Andersen,Halfway Home By Morning,1LP,29.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3892072.jpg?v=1583508724,50
5015,4571669823581,St Paul & Broken Bones,Half the City,1LP,16.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2501309.jpg?v=1583485594,50
5016,4572040167517,Mike Coykendall,Half Past Present Pending,1LP,20.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2951552.jpg?v=1583491752,50
5017,4572236873821,Zenobia,Halak Halak,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3780500-2535113.jpg?v=1583495130,50
5018,4571494547549,Lakou Mizik,Haitianola,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3732186-2494859.jpg?v=1583482062,50
5019,4572394094685,Eitr,Hadanfarden,1LP,25.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3811044.jpg?v=1583498224,50
5020,4571885863005,Battleme,Habitual Love Songs,1LP,21.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3064190.jpg?v=1583489215,50
5021,4572026929245,Gordon Beck,Gyroscope,1LP,24.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3802804.jpg?v=1583491504,50
5022,4571926134877,Helge Lien,Guzuguzu,1LP,34.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3593106.jpg?v=1583489832,50
5023,4572478308445,Matt Wertz,Gun Shy,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3680024.jpg?v=1583499821,50
5024,4572522184797,Pfarmers,Gunnera,1LP,18.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2856942.jpg?v=1583500666,50
5025,4572340879453,Carmine Appice,Guitar Zeus,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3919032.jpg?v=1583497163,50
5026,4571547369565,Eric Chenaux,Guitar & Voice,1LP,25.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1934551.jpg?v=1583483074,50
5027,4571501428829,James Burton & Albert Lee & Amos Garrett & Wilcox,Guitar Heroes,1LP,24.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2858144.jpg?v=1583482205,50
5028,4572155019357,Callisto,Guidance Is Internal: Part 2,1LP,36.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3771024-2528632.jpg?v=1583493674,50
5029,4571912667229,Guaxe,Guaxe,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3703332-2414195.jpg?v=1583489572,50
5030,4572713287773,Six Shot,G's Come Out (X4),1LP,5.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/703952.jpg?v=1583504362,50
5031,4572781871197,Lia Ices,Grown Unknown,1LP,16.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1787153.jpg?v=1583505963,50
5032,4571879145565,Josh Lovelace,Growing Up,1LP,20.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3727585-2505989.jpg?v=1583489123,50
5033,4572711419997,Saariselka,Ground Our Sky,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3712353-2490421.jpg?v=1583504324,50
5034,4572361556061,Disbelief,Ground Collapses,1LP,27.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3791344-2542612.jpg?v=1583497577,50
5035,4572056518749,Gross Net,Gross Net Means Gross Net,1LP,20.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3699627-2412729.jpg?v=1583492060,50
5036,4571529052253,Groove Juice / Various,Groove Juice / Various,1LP,11.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3848237.jpg?v=1583482698,50
5037,4572112650333,Crock,Grok,1LP,16.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1881054.jpg?v=1583492958,50
5038,4572813688925,Gudars Skymning,Grodans Sang,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3811046.jpg?v=1583506709,50
5039,4571834777693,Overkill,Grinding Wheel,1LP,31.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3688432.jpg?v=1583488509,50
5040,4571882946653,Every Mother's Nightmare,Grind,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3900627.jpg?v=1583489184,50
5041,4572499804253,Sons of Hippies,Griffons At the Gates of Heaven,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2245811.jpg?v=1583500239,50
5042,4571575746653,Mary Lambert,Grief Creature,1LP,29.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3748541-2512085.jpg?v=1583483656,50
5043,4572147744861,Sivyj Yar,Grief,1LP,22.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3782972-2536807.jpg?v=1583493534,50
5044,4572689268829,Germ,Grief,1LP,31.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2928633.jpg?v=1583503879,50
5045,4571830878301,Cocorosie,Grey Oceans,1LP,16.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1637667.jpg?v=1583488455,50
5046,4572328329309,Greylag,Greylag,1LP,17.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2774944.jpg?v=1583496913,50
5047,4572924117085,Fresh & Onlys,Grey Eyed Girls,1LP,17.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1591569.jpg?v=1583509187,50
5048,4572202958941,Javier Navarrete,Greta / O.S.T.,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3914812.jpg?v=1583494558,50
5049,4572691660893,Greneberg,Greneberg,1LP,12.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1874165.jpg?v=1583503928,50
5050,4572134834269,Kaia Kater,Grenades,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3845730.jpg?v=1583493317,50
5051,4572160098397,Psychopunch,Greetings from Suckerville,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3721363-2503892.jpg?v=1583493799,50
5052,4571617787997,O'Reillys & the Paddyhats,Green Blood,1LP,19.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3816551.jpg?v=1583484535,50
5053,4571520467037,Diego Money,Green,1LP,39.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3736148-2497141.jpg?v=1583482534,50
5054,4572534374493,Big Bad Brute,Great White,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3758153.jpg?v=1583500910,50
5055,4572149088349,Darkestrah,Great Silk Road,1LP,51.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2813196.jpg?v=1583493560,50
5056,4571863744605,Edenbridge,Great Momentum,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3520511.jpg?v=1583488926,50
5057,4572163702877,No Ones,Great Lost No Ones Album,1LP,28.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3784938-2550427.jpg?v=1583493876,50
5058,4571702132829,Pocket Fishrmen,Greatest Story Ever Told,1LP,21.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3747472.jpg?v=1583486184,50
5059,4571989114973,Ned's Atomic Dustbin,Greatest Hits Live,1LP,24.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3906519.jpg?v=1583490964,50
5060,4572675375197,George Thorogood,Greatest Hits: 30 Years of Rock,1LP,39.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3474191-2494004.jpg?v=1583503583,50
5061,4572660301917,Teenage Time Killers,Greatest Hits 1,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2935775.jpg?v=1583503292,50
5062,4571735916637,Teenage Time Killers,Greatest Hits 1,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2914580.jpg?v=1583486790,50
5063,4571644231773,Sublime,Greatest Hits,1LP,29.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3854902.jpg?v=1583485075,50
5064,4571494416477,Sufjan Stevens,Greatest Gift (Translucent Yellow Vinyl),1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3739454.jpg?v=1583482059,50
5065,4572239790173,Agression,Greatest,1LP,25.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2750343.jpg?v=1583495184,50
5066,4572675735645,Agression,Greatest,1LP,14.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3721965-2509616.jpg?v=1583503590,50
5067,4572179923037,Wings,Greatest,1LP,22.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3783670.jpg?v=1583494176,50
5068,4572322103389,Bloody Beetroots,Great Electronic Swindle,1LP,31.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3732372.jpg?v=1583496785,50
5069,4571534065757,DMX,Great Depression,1LP,26.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2934259.jpg?v=1583482810,50
5070,4572241723485,Leadfoot Tea,Grease & Oil,1LP,30.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3851527.jpg?v=1583495218,50
5071,4571925119069,Beacon,Gravity Pairs,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3576659-2474919.jpg?v=1583489812,50
5072,4571877834845,Dead Kosmonaut,Gravitas,1LP,29.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3785660-2540671.jpg?v=1583489110,50
5073,4571574763613,Choir of Young Believers,Grasque,1LP,20.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3070924.jpg?v=1583483636,50
5074,4571690631261,Currensy & Statik Selektah,Gran Turismo,1LP,19.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3736349-2509564.jpg?v=1583485969,50
5075,4571812560989,Great Peacock,Gran Pavo Real,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3793368.jpg?v=1583488143,50
5076,4572762734685,Styx,Grand Illusion,1LP,24.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2841928.jpg?v=1583505456,50
5077,4572365422685,Peter Bibby,Grand Champion,1LP,20.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3565100.jpg?v=1583497656,50
5078,4572628222045,Family Band,Grace & Lies,1LP,15.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2006283.jpg?v=1583502674,50
5079,4572813819997,Jack Grelle,Got Dressed Up to Be Let Down,1LP,15.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3450408.jpg?v=1583506712,50
5080,4572247261277,Manchild,Got Away With Some Bullshit,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3188527.jpg?v=1583495322,50
5081,4572693659741,Hoodoo Gurus,Gorilla Biscuit,1LP,34.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3683973-2409684.jpg?v=1583503971,50
5082,4571589869661,Last Days of April,Gooey,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3623950.jpg?v=1583483949,50
5083,4572251488349,Horace Andy,Good Vibes,1LP,26.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3718861.jpg?v=1584042851,50
5084,4571894415453,Graham Day & Forefathers,Good Things,1LP,19.99,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3676582-2422994.jpg?v=1583489316,50
5085,4572053536861,Alpheus,Good Prevails,1LP,18.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2572075.jpg?v=1583492002,50
5086,4572483059805,Hamper Mcbee,Good Old Fashioned Way,1LP,26.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/1661576.jpg?v=1583499911,50
5087,4571970863197,Dominic,Goodnight Doggies,1LP,16.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3521470.jpg?v=1583490672,50
5088,4572276162653,Rockett Queen,Goodnight California,1LP,19.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2996569.jpg?v=1583495885,50
5089,4571929444445,Minor Poet,Good News,1LP,14.98,True,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/3915287.jpg?v=1583489900,50
5090,4572260139101,Luke Temple,Good Mood Fool,1LP,17.98,False,https://cdn.shopify.com/s/files/1/0287/4323/7725/products/2293410.jpg?v=1583495549,50
